Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
1.4578857393952787,1.3916248792176205,-0.8429518112512132,0.765912344690381,-0.3454017391268132,-0.7113473459518771,3,-0.5537520391919368,0,1,0,0,1
-0.8293784994356665,-0.7222202389621538,-1.0580815297647514,-0.5879589583413732,1.401538831884183,-0.5410167960690835,1,0.8863575499158537,0,0,0,0,0
-0.3015482904746792,-0.19375895941721025,1.2007805146273995,0.8279647794126698,-0.3454017391268132,3.149478451391444,1,-0.5537520391919368,0,0,0,0,1
-0.9173502009291644,-0.9864508787346257,-0.8859777549539208,-1.1385332882409533,-0.3454017391268132,-0.9384547457956018,1,-0.5537520391919368,0,1,0,1,0
-0.9173502009291644,-1.074527758658783,-0.9505166705079823,1.0553023357134186,1.401538831884183,-0.5410167960690835,2,-0.5537520391919368,0,1,0,0,0
-0.8293784994356665,-0.8102971188863111,0.5769043309381389,-1.6535684964359498,0.5280685463786849,-0.4274630961472211,3,-0.5537520391919368,0,1,0,0,1
0.49019702296680184,0.4227792000518906,-0.1975626557105986,0.5639598753214777,0.5280685463786849,-0.7113473459518771,2,-0.5537520391919368,0,0,0,0,0
1.193970634914785,1.3035479992934633,-0.4557183179268444,-1.7534165050345418,1.401538831884183,0.19708225342302194,3,1.150867474445856,0,0,0,1,0
-1.6211238128771475,-1.6910659181278838,0.18967083761377013,-1.7539806180774717,-0.3454017391268132,-0.9952315957565331,1,-0.5537520391919368,0,0,0,0,1
-0.9173502009291644,-0.8102971188863111,-0.9074907268052747,-1.0059667231524274,-1.2188720246323113,-0.35365319119801053,1,0.788390911201038,0,0,0,1,1
0.13831021699281026,0.07047168035526155,0.4048005561273083,-0.8683231406775324,-0.3454017391268132,-0.6545704959909459,3,0.49449099505659105,0,0,0,0,0
1.4578857393952787,1.5677786390659352,-0.627822092737675,0.5639598753214777,1.401538831884183,-0.37068624618628987,2,-0.5537520391919368,0,0,0,1,0
1.4578857393952787,1.4797017591417778,0.5123654153840774,0.8815555184910101,-1.2188720246323113,-0.5977936460300146,1,0.92554420540178,0,0,0,1,0
-0.8293784994356665,-0.8102971188863111,2.3624809946005056,-1.0375570535565017,-0.3454017391268132,1.7868340523290953,2,-0.5537520391919368,1,0,0,0,0
-0.3015482904746792,-0.36991271926552477,-0.9074907268052747,-1.7545447311204017,0.5280685463786849,-0.8249010458737395,2,-0.5537520391919368,0,0,0,0,1
-0.7414067979421687,-0.6341433590379966,-0.08999779645382952,-0.5879589583413732,-0.3454017391268132,0.4241896532667469,1,-0.5537520391919368,0,0,0,0,0
-0.8293784994356665,-0.8102971188863111,-0.21907562756195242,-1.008787288367077,1.401538831884183,0.08352855350115969,3,-0.5537520391919368,0,0,0,0,0
-0.3015482904746792,-0.36991271926552477,-0.003945909048414239,-1.735929000703715,-1.2188720246323113,0.48096650322767787,1,-0.5537520391919368,0,0,0,1,0
0.49019702296680184,0.4227792000518906,-0.9074907268052747,-0.8677590276346024,-0.3454017391268132,-0.8816778958346706,3,-0.5537520391919368,0,0,0,1,0
0.5781687244602998,0.6870098398243625,-0.046971852751121874,-1.0200695492256748,-1.2188720246323113,-1.1087852956783955,1,1.1900541299317824,0,0,0,0,0
0.49019702296680184,0.5108560799760479,-0.9935426142106899,-0.5715996800964063,1.401538831884183,-0.9952315957565331,2,-0.5537520391919368,0,1,0,1,0
-1.5331521113836497,-1.5149121582795693,0.447826499830016,-1.6349527660192633,-0.3454017391268132,-0.08680199638163391,2,-0.5537520391919368,0,0,0,0,0
0.8420838289407934,0.4227792000518906,-0.6923610082917364,0.5481647101194406,0.5280685463786849,-0.5410167960690835,3,-0.5537520391919368,0,0,0,1,0
-1.3572087083966538,-1.3387583984312548,-1.3162371919809972,-1.752288278948682,1.401538831884183,-0.8249010458737395,3,-0.5537520391919368,0,0,0,0,0
-1.0053219024226623,-0.9864508787346257,-0.26210157126466005,-0.26302984561375226,0.5280685463786849,0.19708225342302194,1,-0.5537520391919368,0,0,0,0,0
-1.269237006903156,-1.6910659181278838,-0.13302374015653715,1.0727898400442453,1.401538831884183,1.1622887027588524,3,-0.5537520391919368,0,0,0,1,0
-0.3015482904746792,-0.2818358393413675,-1.4022890793864125,-0.8085271581269633,-0.3454017391268132,-1.1087852956783955,3,-0.5537520391919368,0,0,0,0,0
-1.6211238128771475,-1.5149121582795693,-0.864464783102567,-1.7364931137466448,-1.2188720246323113,-0.9952315957565331,3,-0.5537520391919368,0,0,0,1,1
1.5458574408887764,1.4797017591417778,-1.4238020512377663,0.8319135707131791,-1.2188720246323113,-0.6545704959909459,2,0.39652435634177535,0,0,0,1,0
-0.2135765889811813,-0.10568207949305297,2.10432533238426,1.124124126950866,-0.3454017391268132,2.678230596715715,1,-0.5537520391919368,0,0,0,1,0
-0.5654633949551728,-0.4579895991896821,-0.1975626557105986,-0.6240621930888867,-1.2188720246323113,-0.2571325462644275,3,-0.5537520391919368,0,0,0,0,0
